BibNumber,ItemBarcode,ItemType,Collection,CallNumber,CheckoutDateTime
2176667,0010046005665,jcbk,ncfic,J ROWLING,05/12/2007 03:18:00 PM
2176667,0010045792180,jcbk,ncfic,J ROWLING,05/30/2007 05:37:00 PM
1886970,0010051470762,jcbk,ncfic,J ROWLING,07/17/2007 03:05:00 PM
2410427,0010057262783,jcbk,ncfic,J ROWLING,08/28/2007 01:17:00 PM
2410427,0010057262841,jcbk,ncfic,J ROWLING,07/21/2007 12:38:00 PM
1965109,0010057829664,jcbk,ncfic,J ROWLING,10/11/2007 06:59:00 PM
2410427,0010058790485,jcbk,ccfic,J ROWLING,12/10/2007 01:25:00 PM
2176667,0010045792693,jcbk,ncfic,J ROWLING,04/11/2007 05:47:00 PM
1965109,0010048375835,jcbk,ncfic,J ROWLING,02/04/2007 02:42:00 PM
1965109,0010048375926,jcbk,ncfic,J ROWLING,03/07/2007 03:35:00 PM
1842723,0010045701983,jcbk,ncfic,J ROWLING,12/19/2007 05:48:00 PM
1965109,0010052695284,jcbk,ncfic,J ROWLING,03/09/2007 05:35:00 PM
2410427,0010057049859,jcbk,ncfic,J ROWLING,08/13/2007 10:39:00 AM
2176667,0010046005665,jcbk,ncfic,J ROWLING,10/04/2007 06:02:00 PM
1886970,0010051330172,jcbk,ncfic,J ROWLING,03/11/2007 02:24:00 PM
1842723,0010031591224,jcbk,ncfic,J ROWLING,11/04/2007 12:18:00 PM
1894708,0010049436719,jcbk,ncfic,J ROWLING,07/05/2007 05:23:00 PM
1965109,0010058079533,jcbk,ncfic,J ROWLING,11/27/2007 04:57:00 PM
1965109,0010050549400,jcbk,ccfic,J ROWLING,11/27/2007 06:10:00 PM
2027533,0010039702989,jcbk,ncfic,J ROWLING,07/31/2007 02:45:00 PM
2410427,0010056850620,jcbk,ncfic,J ROWLING,07/28/2007 11:13:00 AM
2176667,0010046007802,jcbk,ncfic,J ROWLING,09/20/2007 04:34:00 PM
2277368,0010051162757,jcbk,ncfic,J ROWLING2005,07/11/2007 04:43:00 PM
2277368,0010051164332,jcbk,ncfic,J ROWLING2005,05/02/2007 05:29:00 PM
1842723,0010031591224,jcbk,ncfic,J ROWLING,07/09/2007 03:00:00 PM
1965109,0010051807179,jcbk,ncfic,J ROWLING,11/13/2007 07:27:00 PM
2410427,0010057049644,jcbk,ncfic,J ROWLING,09/28/2007 03:28:00 PM
2410427,0010057050485,jcbk,ncfic,J ROWLING,12/20/2007 10:21:00 AM
2176667,0010036368842,jcbk,ncfic,J ROWLING,02/11/2007 01:30:00 PM
2277368,0010051158268,jcbk,ncfic,J ROWLING2005,06/19/2007 05:41:00 PM
1894708,0010049436701,jcbk,ncfic,J ROWLING,11/18/2007 02:00:00 PM
2410427,0010057049933,jcbk,ncfic,J ROWLING,10/18/2007 07:09:00 PM
2277368,0010051162161,jcbk,ncfic,J ROWLING2005,06/23/2007 02:27:00 PM
2277368,0010051161908,jcbk,ncfic,J ROWLING2005,04/17/2007 03:54:00 PM
1894708,0010047571681,jcbk,ncfic,J ROWLING,11/07/2007 03:32:00 PM
1965109,0010050549384,jcbk,ncfic,J ROWLING,12/21/2007 04:10:00 PM
2410427,0010057262718,jcbk,ncfic,J ROWLING,07/23/2007 01:44:00 PM
2410427,0010057942343,jcbk,ncfic,J ROWLING,09/22/2007 03:06:00 PM
1842723,0010051306420,jcbk,ncfic,J ROWLING,05/30/2007 02:21:00 PM
2410427,0010056947814,jcbk,ncfic,J ROWLING,11/25/2007 02:55:00 PM
1842723,0010045702023,jcbk,ncfic,J ROWLING,08/24/2007 03:32:00 PM
2277368,0010051161528,jcbk,ncfic,J ROWLING2005,05/24/2007 05:57:00 PM
2176667,0010046008453,jcbk,ncfic,J ROWLING,08/27/2007 03:09:00 PM
2277368,0010051161205,jcbk,ncfic,J ROWLING2005,09/13/2007 01:19:00 PM
2410427,0010057262734,jcbk,ncfic,J ROWLING,09/06/2007 05:09:00 PM
1842723,0010058081349,jcbk,ncfic,J ROWLING,05/26/2007 04:51:00 PM
2277368,0010051161296,jcbk,ncfic,J ROWLING2005,06/09/2007 02:41:00 PM
1894708,0010047571715,jcbk,ncfic,J ROWLING,04/14/2007 03:14:00 PM
2277368,0010051161346,jcbk,ccfic,J ROWLING2005,03/18/2007 01:08:00 PM
2176667,0010046007802,jcbk,ncfic,J ROWLING,04/25/2007 01:31:00 PM
2277368,0010051161577,jcbk,ccfic,J ROWLING2005,10/11/2007 07:01:00 PM
2410427,0010057942269,jcbk,ncfic,J ROWLING,09/26/2007 06:09:00 PM
1894708,0010047571657,jcbk,ncfic,J ROWLING,08/27/2007 02:16:00 PM
2410427,0010057050519,jcbk,ncfic,J ROWLING,08/23/2007 07:53:00 PM
1886970,0010051330172,jcbk,ncfic,J ROWLING,04/15/2007 02:10:00 PM
2027533,0010039702989,jcbk,ncfic,J ROWLING,07/11/2007 06:15:00 PM
2277368,0010051161734,jcbk,ncfic,J ROWLING2005,01/30/2007 03:59:00 PM
2277368,0010051165941,jcbk,ncfic,J ROWLING2005,02/09/2007 05:44:00 PM
2410427,0010057049966,jcbk,ncfic,J ROWLING,08/03/2007 01:49:00 PM
2277368,0010051165826,jcbk,ncfic,J ROWLING2005,01/04/2007 02:02:00 PM
2410427,0010057049933,jcbk,ncfic,J ROWLING,09/23/2007 02:42:00 PM
2410427,0010057262668,jcbk,ncfic,J ROWLING,07/24/2007 11:48:00 AM
2410427,0010058790360,jcbk,ncfic,J ROWLING,08/28/2007 06:20:00 PM
1842723,0010047883763,jcbk,ncfic,J ROWLING,06/27/2007 05:15:00 PM
2304178,0010054255749,jcbk,nclp,J ROWLING,08/30/2007 06:19:00 PM
2410427,0010057262742,jcbk,ncfic,J ROWLING,07/23/2007 12:18:00 PM
2410427,0010056947715,jcbk,ccfic,J ROWLING,10/09/2007 04:57:00 PM
2176667,0010046007778,jcbk,ncfic,J ROWLING,09/11/2007 05:48:00 PM
2277368,0010051161908,jcbk,ncfic,J ROWLING2005,03/31/2007 02:23:00 PM
1886970,0010041223263,jcbk,ncfic,J ROWLING,06/25/2007 01:48:00 PM
1894708,0010047571806,jcbk,ccfic,J ROWLING,05/30/2007 05:37:00 PM
2176667,0010058690347,jcbk,ncfic,J ROWLING,10/15/2007 03:19:00 PM
1894708,0010056970154,jcbk,ncfic,J ROWLING,08/24/2007 11:59:00 AM
2410427,0010057942350,jcbk,ncfic,J ROWLING,07/23/2007 03:17:00 PM
2410427,0010057050071,jcbk,ncfic,J ROWLING,10/03/2007 05:45:00 PM
2277368,0010051165636,jcbk,ncfic,J ROWLING2005,03/10/2007 04:53:00 PM
2410427,0010058790477,jcbk,ncfic,J ROWLING,08/18/2007 04:15:00 PM
1894708,0010047571681,jcbk,ncfic,J ROWLING,03/03/2007 04:23:00 PM
1965109,0010048375900,jcbk,ncfic,J ROWLING,03/26/2007 02:04:00 PM
2410427,0010057942566,jcbk,ncfic,J ROWLING,10/21/2007 04:44:00 PM
2277368,0010051164456,jcbk,ccfic,J ROWLING2005,01/17/2007 12:27:00 PM
1894708,0010049436727,jcbk,ncfic,J ROWLING,07/23/2007 08:01:00 PM
2277368,0010051162278,jcbk,ncfic,J ROWLING2005,08/31/2007 10:48:00 AM
1842723,0010057359399,jcbk,ncfic,J ROWLING,11/14/2007 04:29:00 PM
2410427,0010057050071,jcbk,ncfic,J ROWLING,11/08/2007 04:23:00 PM
2277368,0010051164449,jcbk,ncfic,J ROWLING2005,09/05/2007 03:18:00 PM
1842723,0010051306362,jcbk,ncfic,J ROWLING,09/02/2007 02:23:00 PM
2277368,0010051161494,jcbk,ncfic,J ROWLING2005,03/23/2007 10:41:00 AM
1886970,0010050810935,jcbk,ncfic,J ROWLING,02/14/2007 03:55:00 PM
2304178,0010052005484,jcbk,nalpfic,J ROWLING,09/15/2007 10:20:00 AM
2277368,0010051162203,jcbk,ncfic,J ROWLING2005,08/22/2007 01:11:00 PM
1842723,0010050546539,jcbk,ncfic,J ROWLING,04/07/2007 05:50:00 PM
1886970,0010057928300,jcbk,ncfic,J ROWLING,08/28/2007 04:10:00 PM
2304178,0010052005435,jcbk,nclp,J ROWLING,11/18/2007 01:10:00 PM
2410427,0010056947681,jcbk,ncfic,J ROWLING,09/25/2007 06:21:00 PM
2410427,0010057050311,jcbk,ncfic,J ROWLING,10/09/2007 05:57:00 PM
2277368,0010051161932,jcbk,ccfic,J ROWLING2005,09/25/2007 04:51:00 PM
2410427,0010057049909,jcbk,ncfic,J ROWLING,08/30/2007 01:17:00 PM
2410427,0010059965821,jcbk,ccfic,J ROWLING,12/06/2007 02:57:00 PM
1894708,0010051872140,jcbk,ncfic,J ROWLING,01/14/2007 04:21:00 PM
2277368,0010051164373,jcbk,ncfic,J ROWLING2005,06/24/2007 02:14:00 PM
1894708,0010047571673,jcbk,ncfic,J ROWLING,12/20/2007 04:06:00 PM
1886970,0010044385325,jcbk,ncfic,J ROWLING,02/18/2007 02:37:00 PM
1894708,0010047571723,jcbk,ncfic,J ROWLING,08/17/2007 12:06:00 PM
2277368,0010051163458,jcbk,ncfic,J ROWLING2005,12/28/2007 04:44:00 PM
2277368,0010051161759,jcbk,ncfic,J ROWLING2005,12/15/2007 05:46:00 PM
1894708,0010047571657,jcbk,ncfic,J ROWLING,04/11/2007 02:01:00 PM
1842723,0010045702023,jcbk,ncfic,J ROWLING,02/28/2007 06:44:00 PM
2277368,0010051165875,jcbk,ncfic,J ROWLING2005,08/08/2007 05:35:00 PM
2277368,0010051163565,jcbk,ncfic,J ROWLING2005,11/29/2007 01:18:00 PM
1842723,0010057359506,jcbk,ncfic,J ROWLING,10/24/2007 10:51:00 AM
1965109,0010052827226,jcbk,ncfic,J ROWLING,07/20/2007 02:38:00 PM
2176667,0010046008065,jcbk,ncfic,J ROWLING,06/22/2007 04:44:00 PM
2277368,0010051161114,jcbk,ccfic,J ROWLING2005,04/12/2007 06:26:00 PM
2410427,0010057050204,jcbk,ncfic,J ROWLING,09/05/2007 02:27:00 PM
2176667,0010046005608,jcbk,ncfic,J ROWLING,04/07/2007 04:02:00 PM
2277368,0010051162062,jcbk,ccfic,J ROWLING2005,06/29/2007 05:32:00 PM
2304178,0010054136824,jcbk,cclpfic,J ROWLING,02/11/2007 04:45:00 PM
2304178,0010054255814,jcbk,cclpfic,J ROWLING,09/20/2007 05:03:00 PM
2410427,0010056947905,jcbk,ncfic,J ROWLING,10/15/2007 04:41:00 PM
2277368,0010051161718,jcbk,ncfic,J ROWLING2005,07/26/2007 06:02:00 PM
2027533,0010039702658,jcbk,ccfic,J ROWLING,07/30/2007 07:27:00 PM
1842723,0010051306412,jcbk,ncfic,J ROWLING,08/13/2007 07:10:00 PM
2027530,0010039703466,jcbk,ncpb,J ROWLING,01/20/2007 01:26:00 PM
1842723,0010031591224,jcbk,ncfic,J ROWLING,01/20/2007 01:04:00 PM
2176667,0010045792180,jcbk,ncfic,J ROWLING,08/06/2007 04:41:00 PM
2410427,0010057050014,jcbk,ncfic,J ROWLING,10/22/2007 01:10:00 PM
1842723,0010037501284,jcbk,ncfic,J ROWLING,05/23/2007 03:48:00 PM
1886970,0010051330289,jcbk,ncfic,J ROWLING,08/14/2007 03:05:00 PM
2176667,0010057358920,jcbk,ncfic,J ROWLING,10/09/2007 06:06:00 PM
2410427,0010056947855,jcbk,ccfic,J ROWLING,11/17/2007 04:02:00 PM
1842723,0010045702023,jcbk,ncfic,J ROWLING,07/24/2007 03:17:00 PM
2176667,0010058690321,jcbk,ncfic,J ROWLING,07/24/2007 05:03:00 PM
1965109,0010050549392,jcbk,ncfic,J ROWLING,05/19/2007 03:26:00 PM
2176667,0010045792545,jcbk,ncfic,J ROWLING,03/15/2007 11:36:00 AM
2027533,0010039702716,jcbk,ncpb,J ROWLING,06/09/2007 05:24:00 PM
2410427,0010057942764,jcbk,ncfic,J ROWLING,10/02/2007 01:19:00 PM
2176667,0010045792370,jcbk,ncfic,J ROWLING,03/14/2007 04:40:00 PM
2410427,0010057049750,jcbk,ncfic,J ROWLING,09/10/2007 02:33:00 PM
1842723,0010050546695,jcbk,ccfic,J ROWLING,10/14/2007 04:36:00 PM
2410427,0010057049883,jcbk,ncfic,J ROWLING,12/10/2007 05:02:00 PM
1842723,0010051306321,jcbk,ncfic,J ROWLING,10/30/2007 06:21:00 PM
2410427,0010057262643,jcbk,ncfic,J ROWLING,10/07/2007 12:14:00 PM
1894708,0010047571715,jcbk,ncfic,J ROWLING,09/26/2007 12:59:00 PM
2410427,0010056947525,jcbk,ncfic,J ROWLING,07/27/2007 11:43:00 AM
2304178,0010054136865,jcbk,nclp,J ROWLING,07/21/2007 12:53:00 PM
2410427,0010057050071,jcbk,ncfic,J ROWLING,12/27/2007 11:50:00 AM
2410427,0010056947863,jcbk,ccfic,J ROWLING,07/23/2007 04:50:00 PM
2277368,0010051161296,jcbk,ncfic,J ROWLING2005,01/10/2007 03:51:00 PM
2277368,0010051161858,jcbk,ncfic,J ROWLING2005,09/06/2007 03:28:00 PM
2410427,0010058790238,jcbk,ncfic,J ROWLING,11/23/2007 04:03:00 PM
2277368,0010051161494,jcbk,ncfic,J ROWLING2005,02/08/2007 06:55:00 PM
1965109,0010051467503,jcbk,ccfic,J ROWLING,06/07/2007 03:57:00 PM
2410427,0010056947772,jcbk,ccfic,J ROWLING,11/29/2007 04:31:00 PM
1842723,0010049499527,jcbk,ncfic,J ROWLING,10/29/2007 06:01:00 PM
1842723,0010035519320,jcbk,ncfic,J ROWLING,07/20/2007 03:38:00 PM
2277368,0010051164506,jcbk,ncfic,J ROWLING2005,08/10/2007 03:10:00 PM
1965109,0010057829615,jcbk,ncfic,J ROWLING,10/07/2007 12:19:00 PM
1842723,0010035364115,jcbk,ncfic,J ROWLING,10/14/2007 03:20:00 PM
2176667,0010045998118,jcbk,ncfic,J ROWLING,04/07/2007 03:53:00 PM
2304178,0010054255806,jcbk,nclp,J ROWLING,06/18/2007 07:09:00 PM
2410427,0010056947616,jcbk,ncfic,J ROWLING,11/20/2007 05:04:00 PM
2410427,0010057262700,jcbk,ncnew,J ROWLING,12/12/2007 04:13:00 PM
1842723,0010057359506,jcbk,ncfic,J ROWLING,10/06/2007 10:14:00 AM
2410427,0010057049719,jcbk,ncfic,J ROWLING,10/11/2007 02:56:00 PM
2410427,0010056947814,jcbk,ncfic,J ROWLING,12/22/2007 03:14:00 PM
2277368,0010051162104,jcbk,ccfic,J ROWLING2005,01/23/2007 01:17:00 PM
2176667,0010057359019,jcbk,ncfic,J ROWLING,11/20/2007 04:16:00 PM
2410427,0010057262668,jcbk,ncfic,J ROWLING,10/05/2007 04:09:00 PM
2410427,0010057262536,jcbk,ncfic,J ROWLING,09/11/2007 03:58:00 PM
2277368,0010051165743,jcbk,ncfic,J ROWLING2005,03/31/2007 04:42:00 PM
2176667,0010045792297,jcbk,ncfic,J ROWLING,07/18/2007 12:00:00 PM
2410427,0010057262601,jcbk,ncfic,J ROWLING,08/24/2007 02:47:00 PM
1965109,0010057829615,jcbk,ncfic,J ROWLING,12/15/2007 04:49:00 PM
2176667,0010045794400,jcbk,ncfic,J ROWLING,01/24/2007 02:43:00 PM
2176667,0010046007802,jcbk,ncfic,J ROWLING,08/27/2007 07:22:00 PM
2410427,0010057050469,jcbk,ncfic,J ROWLING,09/13/2007 04:59:00 PM
2410427,0010057262858,jcbk,ncfic,J ROWLING,07/26/2007 11:59:00 AM
2277368,0010051165826,jcbk,ncfic,J ROWLING2005,10/06/2007 11:34:00 AM
1886970,0010051330172,jcbk,ncfic,J ROWLING,08/08/2007 02:12:00 PM
1965109,0010051467503,jcbk,ccfic,J ROWLING,05/16/2007 04:28:00 PM
2410427,0010056947632,jcbk,ncfic,J ROWLING,08/11/2007 11:15:00 AM
2410427,0010057050014,jcbk,ncfic,J ROWLING,09/26/2007 12:33:00 PM
2410427,0010058790196,jcbk,ncfic,J ROWLING,07/24/2007 02:01:00 PM
2410427,0010058790238,jcbk,ncfic,J ROWLING,07/28/2007 04:29:00 PM
2410427,0010057049875,jcbk,ncfic,J ROWLING,11/08/2007 05:34:00 PM
2410427,0010056947707,jcbk,ncfic,J ROWLING,12/22/2007 04:21:00 PM
2410427,0010057262619,jcbk,ncfic,J ROWLING,08/15/2007 06:39:00 PM
2027530,0010039578983,jcbk,ncfic,J ROWLING,07/23/2007 01:54:00 PM
2176667,0010045792669,jcbk,ncfic,J ROWLING,01/17/2007 02:29:00 PM
2277368,0010051158326,jcbk,ncfic,J ROWLING2005,08/14/2007 01:14:00 PM
2410427,0010057942301,jcbk,ncfic,J ROWLING,07/23/2007 02:42:00 PM
2205013,0010054983647,jcbk,nclp,J ROWLING,12/08/2007 01:07:00 PM
2410427,0010057050238,jcbk,ncfic,J ROWLING,08/08/2007 06:40:00 PM
1886970,0010057464140,jcbk,ncfic,J ROWLING,12/02/2007 02:26:00 PM
2410427,0010058790238,jcbk,ncfic,J ROWLING,10/01/2007 05:52:00 PM
1886970,0010036816923,jcbk,ncfic,J ROWLING,01/24/2007 05:41:00 PM
2410427,0010057942400,jcbk,ncfic,J ROWLING,08/24/2007 02:00:00 PM
2410427,0010057049693,jcbk,ncfic,J ROWLING,10/15/2007 06:41:00 PM
1894708,0010051380151,jcbk,ccfic,J ROWLING,04/17/2007 03:57:00 PM
2410427,0010056947665,jcbk,ncfic,J ROWLING,11/07/2007 05:56:00 PM
1886970,0010048376833,jcbk,ncfic,J ROWLING,06/26/2007 05:58:00 PM
1842723,0010058081315,jcbk,ncfic,J ROWLING,09/13/2007 12:21:00 PM
2277368,0010051162252,jcbk,ncfic,J ROWLING2005,02/28/2007 04:48:00 PM
2410427,0010057049982,jcbk,ncfic,J ROWLING,10/20/2007 04:18:00 PM
2277368,0010051165875,jcbk,ncfic,J ROWLING2005,07/11/2007 05:17:00 PM
2410427,0010057262486,jcbk,ncfic,J ROWLING,08/25/2007 02:05:00 PM
2446851,0010058552661,jcbk,nclp,J ROWLING,12/12/2007 07:29:00 PM
2277368,0010051164456,jcbk,ccfic,J ROWLING2005,09/20/2007 04:18:00 PM
2277368,0010051161312,jcbk,ccfic,J ROWLING2005,02/26/2007 10:31:00 AM
2277368,0010051161734,jcbk,ncfic,J ROWLING2005,01/09/2007 06:52:00 PM
1965109,0010051807153,jcbk,ncfic,J ROWLING,10/24/2007 05:51:00 PM
2277368,0010051165990,jcbk,ccfic,J ROWLING2005,06/01/2007 01:39:00 PM
2410427,0010056947590,jcbk,ncfic,J ROWLING,10/05/2007 03:16:00 PM
2277368,0010051165644,jcbk,ncfic,J ROWLING2005,07/05/2007 05:19:00 PM
2304178,0010054147334,jcbk,cclpfic,J ROWLING,08/05/2007 04:55:00 PM
2410427,0010057262684,jcbk,ncfic,J ROWLING,08/18/2007 12:31:00 PM
2277368,0010051164456,jcbk,ccfic,J ROWLING2005,08/24/2007 12:31:00 PM
2410427,0010057262874,jcbk,ncfic,J ROWLING,10/24/2007 04:13:00 PM
2176667,0010045997789,jcbk,ncfic,J ROWLING,12/04/2007 03:54:00 PM
1965109,0010051807195,jcbk,ncfic,J ROWLING,11/29/2007 02:37:00 PM
2410427,0010056947632,jcbk,ncfic,J ROWLING,09/08/2007 10:21:00 AM
2410427,0010057262742,jcbk,ncfic,J ROWLING,10/17/2007 03:08:00 PM
2277368,0010051161213,jcbk,ncfic,J ROWLING2005,02/27/2007 03:07:00 PM
1894708,0010035820280,jcbk,ncfic,J ROWLING,11/24/2007 11:33:00 AM
2277368,0010051161957,jcbk,ncfic,J ROWLING2005,04/14/2007 12:33:00 PM
2410427,0010056947772,jcbk,ccfic,J ROWLING,08/23/2007 11:05:00 AM
1965109,0010058079541,jcbk,ccfic,J ROWLING,09/20/2007 03:59:00 PM
2410427,0010057050386,jcbk,ncfic,J ROWLING,10/09/2007 03:40:00 PM
2410427,0010057262726,jcbk,ncfic,J ROWLING,08/06/2007 11:51:00 AM
2410427,0010057050188,jcbk,ncfic,J ROWLING,10/02/2007 05:47:00 PM
2277368,0010051165792,jcbk,ncfic,J ROWLING2005,08/26/2007 01:17:00 PM
2277368,0010051161379,jcbk,ccfic,J ROWLING2005,02/13/2007 02:55:00 PM
2410427,0010057262700,jcbk,ncnew,J ROWLING,11/10/2007 01:54:00 PM
2277368,0010051158300,jcbk,ncfic,J ROWLING2005,04/18/2007 07:51:00 PM
1965109,0010051380359,jcbk,ncfic,J ROWLING,07/05/2007 01:12:00 PM
1894708,0010051380185,jcbk,ncfic,J ROWLING,03/10/2007 11:21:00 AM
2176667,0010045997383,jcbk,ncfic,J ROWLING,06/12/2007 12:20:00 PM
1842723,0010051306297,jcbk,ncfic,J ROWLING,06/03/2007 05:39:00 PM
1965109,0010048375884,jcbk,ncfic,J ROWLING,04/27/2007 03:29:00 PM
2277368,0010051162856,jcbk,ncfic,J ROWLING2005,07/07/2007 01:53:00 PM
1894708,0010051380177,jcbk,ncfic,J ROWLING,01/21/2007 03:43:00 PM
2410427,0010058790287,jcbk,ncfic,J ROWLING,10/24/2007 02:13:00 PM
2277368,0010051161999,jcbk,ncfic,J ROWLING2005,09/15/2007 05:16:00 PM
2205013,0010047948368,jcbk,nclp,J ROWLING,11/13/2007 01:15:00 PM
2176667,0010045792057,jcbk,ncfic,J ROWLING,09/02/2007 03:22:00 PM
2277368,0010051161403,jcbk,ccfic,J ROWLING2005,11/12/2007 05:03:00 PM
1842723,0010051306289,jcbk,ncfic,J ROWLING,05/21/2007 06:44:00 PM
2277368,0010051161858,jcbk,ncfic,J ROWLING2005,06/14/2007 02:16:00 PM
1886970,0010048376957,jcbk,ncfic,J ROWLING,09/10/2007 02:40:00 PM
2410427,0010056850687,jcbk,ncfic,J ROWLING,10/05/2007 12:15:00 PM
2027530,0010039703458,jcbk,ncpb,J ROWLING,08/30/2007 12:20:00 PM
2410427,0010057050485,jcbk,ncfic,J ROWLING,08/03/2007 11:35:00 AM
2176667,0010045997540,jcbk,ncfic,J ROWLING,08/04/2007 12:03:00 PM
1965109,0010038943667,jcbk,ncfic,J ROWLING,08/30/2007 12:24:00 PM
1965109,0010050549400,jcbk,ccfic,J ROWLING,02/02/2007 05:04:00 PM
2176667,0010057358938,jcbk,ncfic,J ROWLING,10/11/2007 06:41:00 PM
1894708,0010047571723,jcbk,ncfic,J ROWLING,05/08/2007 07:34:00 PM
1894708,0010035820280,jcbk,ncfic,J ROWLING,12/18/2007 03:28:00 PM
2176667,0010045998118,jcbk,ncfic,J ROWLING,10/10/2007 02:31:00 PM
2410427,0010057050550,jcbk,ncfic,J ROWLING,10/08/2007 03:35:00 PM
1842723,0010057359506,jcbk,ncfic,J ROWLING,11/18/2007 01:10:00 PM
1965109,0010048375884,jcbk,ncfic,J ROWLING,11/09/2007 05:25:00 PM
1886970,0010051470770,jcbk,ncfic,J ROWLING,06/27/2007 03:31:00 PM
2410427,0010056947582,jcbk,ncfic,J ROWLING,08/21/2007 01:10:00 PM
2277368,0010051161312,jcbk,ccfic,J ROWLING2005,10/29/2007 05:37:00 PM
2277368,0010051161171,jcbk,ncfic,J ROWLING2005,09/07/2007 05:35:00 PM
1842723,0010051306396,jcbk,ncfic,J ROWLING,04/17/2007 01:49:00 PM
2277368,0010051161718,jcbk,ncfic,J ROWLING2005,07/02/2007 01:56:00 PM
2027530,0010039703466,jcbk,ncpb,J ROWLING,10/18/2007 04:48:00 PM
2410427,0010057262650,jcbk,ccfic,J ROWLING,11/27/2007 11:23:00 AM
1842723,0010050546695,jcbk,ccfic,J ROWLING,07/16/2007 05:54:00 PM
2410427,0010057262700,jcbk,ncfic,J ROWLING,09/06/2007 01:29:00 PM
1842723,0010058081232,jcbk,ncfic,J ROWLING,07/14/2007 03:48:00 PM
2410427,0010058790154,jcbk,ncfic,J ROWLING,08/23/2007 06:51:00 PM
2410427,0010057262833,jcbk,ncfic,J ROWLING,08/07/2007 06:30:00 PM
1842723,0010057359449,jcbk,ccfic,J ROWLING,10/03/2007 05:10:00 PM
1965109,0010051380334,jcbk,ccfic,J ROWLING,01/28/2007 02:22:00 PM
1886970,0010051330172,jcbk,ncfic,J ROWLING,04/18/2007 07:51:00 PM
2410427,0010057262502,jcbk,ncfic,J ROWLING,09/25/2007 04:12:00 PM
2410427,0010058790410,jcbk,ncfic,J ROWLING,10/16/2007 07:04:00 PM
2410427,0010057049974,jcbk,ncfic,J ROWLING,08/23/2007 03:20:00 PM
2410427,0010057050527,jcbk,ncfic,J ROWLING,10/29/2007 07:33:00 PM
1842723,0010045701983,jcbk,ncfic,J ROWLING,05/23/2007 04:25:00 PM
1965109,0010052695284,jcbk,ncfic,J ROWLING,11/19/2007 03:54:00 PM
2176667,0010045997789,jcbk,ncfic,J ROWLING,08/14/2007 03:05:00 PM
2176667,0010057358979,jcbk,ccfic,J ROWLING,09/27/2007 05:01:00 PM
2410427,0010056850653,jcbk,ncfic,J ROWLING,08/08/2007 07:57:00 PM
1886970,0010051470739,jcbk,ncfic,J ROWLING,06/07/2007 06:35:00 PM
2176667,0010046007778,jcbk,ncfic,J ROWLING,10/10/2007 10:13:00 AM
2410427,0010056947871,jcbk,ccfic,J ROWLING,12/11/2007 11:14:00 AM
2410427,0010056947640,jcbk,ncfic,J ROWLING,07/21/2007 09:18:00 AM
2410427,0010057050394,jcbk,ncfic,J ROWLING,08/11/2007 12:12:00 PM
2410427,0010057050261,jcbk,ncfic,J ROWLING,10/05/2007 12:59:00 PM
2410427,0010057942707,jcbk,ncfic,J ROWLING,07/23/2007 06:20:00 PM
2304178,0010054255822,jcbk,nclp,J ROWLING,03/21/2007 04:17:00 PM
2176667,0010046008065,jcbk,ncfic,J ROWLING,07/12/2007 07:19:00 PM
1965109,0010057829607,jcbk,ncfic,J ROWLING,10/06/2007 10:28:00 AM
2410427,0010058790493,jcbk,ncfic,J ROWLING,08/02/2007 03:02:00 PM
1894708,0010047571673,jcbk,ncfic,J ROWLING,02/13/2007 02:50:00 PM
2410427,0010057050576,jcbk,ncfic,J ROWLING,10/20/2007 02:19:00 PM
1920281,0010041758219,jcbk,nclp,J ROWLING,04/12/2007 06:23:00 PM
2176667,0010036375540,jcbk,ncfic,J ROWLING,10/15/2007 03:56:00 PM
2410427,0010057942285,jcbk,ncfic,J ROWLING,08/13/2007 01:21:00 PM
2277368,0010051161379,jcbk,ccfic,J ROWLING2005,03/26/2007 01:20:00 PM
2277368,0010051162096,jcbk,ncfic,J ROWLING2005,11/05/2007 03:06:00 PM
2410427,0010056947525,jcbk,ncfic,J ROWLING,11/20/2007 04:33:00 PM
2410427,0010056947913,jcbk,ncfic,J ROWLING,12/07/2007 01:42:00 PM
2176667,0010045792412,jcbk,ncfic,J ROWLING,06/21/2007 03:50:00 PM
1965109,0010048375850,jcbk,ncfic,J ROWLING,07/23/2007 08:00:00 PM
2277368,0010051165677,jcbk,ncfic,J ROWLING2005,02/02/2007 04:00:00 PM
2027530,0010039703458,jcbk,ncpb,J ROWLING,05/21/2007 04:20:00 PM
2205013,0010054983647,jcbk,nclp,J ROWLING,07/17/2007 07:58:00 PM
2410427,0010057049917,jcbk,ncfic,J ROWLING,08/10/2007 07:00:00 AM
2277368,0010051161494,jcbk,ncfic,J ROWLING2005,09/17/2007 05:35:00 PM
2277368,0010051162880,jcbk,ncfic,J ROWLING2005,10/08/2007 06:16:00 PM
2410427,0010058790485,jcbk,ccfic,J ROWLING,11/27/2007 06:11:00 PM
2176667,0010045997540,jcbk,ncfic,J ROWLING,09/19/2007 12:30:00 PM
2410427,0010057050154,jcbk,ncfic,J ROWLING,08/27/2007 05:18:00 PM
1965109,0010051380292,jcbk,ncfic,J ROWLING,09/08/2007 02:03:00 PM
2410427,0010056947822,jcbk,ccfic,J ROWLING,07/23/2007 06:26:00 PM
