BibNumber,ItemBarcode,ItemType,Collection,CallNumber,CheckoutDateTime
1965109,0010051807153,jcbk,ncfic,J ROWLING,07/10/2006 04:06:00 PM
1894708,0010035819936,jcbk,ncfic,J ROWLING,06/15/2006 06:10:00 PM
2277368,0010051161395,jcbk,ccfic,J ROWLING2005,12/27/2006 03:12:00 PM
1842723,0010045701983,jcbk,ncfic,J ROWLING,09/08/2006 12:13:00 PM
1842723,0010047883730,jcbk,ncfic,J ROWLING,08/28/2006 05:25:00 PM
2176667,0010052694196,jcbk,ncfic,J ROWLING,11/22/2006 03:38:00 PM
2277368,0010051161460,jcbk,ncnew,J ROWLING2005,01/03/2006 07:26:00 PM
1886970,0010051470804,jcbk,ccfic,J ROWLING,09/25/2006 11:09:00 AM
2277368,0010051161973,jcbk,ncfic,J ROWLING2005,06/05/2006 05:52:00 PM
2176667,0010045997540,jcbk,ncfic,J ROWLING,10/18/2006 01:11:00 PM
1842723,0010047073167,jcbk,ncfic,J ROWLING,07/26/2006 03:26:00 PM
2277368,0010051161544,jcbk,ncfic,J ROWLING2005,07/16/2006 03:57:00 PM
2176667,0010046007885,jcbk,ncfic,J ROWLING,02/22/2006 03:03:00 PM
2277368,0010051161197,jcbk,ncfic,J ROWLING2005,03/04/2006 12:44:00 PM
1842723,0010050862704,jcbk,ncfic,J ROWLING,11/17/2006 12:11:00 PM
2176667,0010045794400,jcbk,ccfic,J ROWLING,03/09/2006 02:20:00 PM
2176667,0010041171074,jcbk,ncfic,J ROWLING,09/19/2006 06:26:00 PM
2176667,0010045997490,jcbk,ncfic,J ROWLING,08/26/2006 11:44:00 AM
1886970,0010036368719,jcbk,ncfic,J ROWLING,01/04/2006 05:00:00 PM
1965109,0010038943436,jcbk,ccfic,J ROWLING,01/19/2006 11:46:00 AM
1886970,0010048376940,jcbk,ncfic,J ROWLING,03/21/2006 04:23:00 PM
1886970,0010051470770,jcbk,ncfic,J ROWLING,07/20/2006 05:32:00 PM
1842723,0010045701983,jcbk,ncfic,J ROWLING,05/10/2006 05:22:00 PM
2277368,0010051162880,jcbk,ncnew,J ROWLING2005,02/09/2006 05:59:00 PM
2304178,0010054255772,jcbk,nclp,J ROWLING,02/03/2006 02:30:00 PM
2277368,0010051163482,jcbk,ncfic,J ROWLING2005,02/22/2006 03:27:00 PM
1842723,0010051306370,jcbk,ccfic,J ROWLING,09/28/2006 03:01:00 PM
2277368,0010051161742,jcbk,ncfic,J ROWLING2005,03/01/2006 04:13:00 PM
1886970,0010036904257,jcbk,ncfic,J ROWLING,02/21/2006 10:39:00 AM
2205013,0010054983704,jcbk,cclpfic,J ROWLING,08/20/2006 02:11:00 PM
1886970,0010041223115,jcbk,ncfic,J ROWLING,10/20/2006 02:47:00 PM
2277368,0010051162047,jcbk,ncfic,J ROWLING2005,10/14/2006 02:58:00 PM
2277368,0010051162708,jcbk,ncfic,J ROWLING2005,05/27/2006 12:05:00 PM
2304178,0010054255756,jcbk,nclp,J ROWLING,08/03/2006 02:42:00 PM
2277368,0010051165974,jcbk,ncfic,J ROWLING2005,02/23/2006 06:23:00 PM
1842723,0010050546703,jcbk,ncfic,J ROWLING,07/25/2006 05:21:00 PM
2176667,0010045792693,jcbk,ncfic,J ROWLING,12/19/2006 01:56:00 PM
2176667,0010045794400,jcbk,ncfic,J ROWLING,07/24/2006 07:33:00 PM
1886970,0010051912110,jcbk,ncfic,J ROWLING,05/22/2006 02:28:00 PM
2176667,0010036390754,jcbk,ncfic,J ROWLING,04/01/2006 03:38:00 PM
1842723,0010037501284,jcbk,ncfic,J ROWLING,03/15/2006 05:30:00 PM
1842723,0010051306339,jcbk,ncfic,J ROWLING,06/25/2006 04:07:00 PM
2277368,0010051161601,jcbk,ncfic,J ROWLING2005,01/11/2006 01:13:00 PM
1886970,0010051470820,jcbk,ccfic,J ROWLING,01/05/2006 03:05:00 PM
1894708,0010047571764,jcbk,ncfic,J ROWLING,01/19/2006 03:14:00 PM
2277368,0010051158318,jcbk,ncfic,J ROWLING2005,01/17/2006 03:22:00 PM
1842723,0010050546695,jcbk,ccfic,J ROWLING,09/25/2006 05:09:00 PM
2176667,0010034110212,jcbk,ncfic,J ROWLING,12/28/2006 05:15:00 PM
2277368,0010051162377,jcbk,ncfic,J ROWLING2005,01/17/2006 02:07:00 PM
2277368,0010051165842,jcbk,ncfic,J ROWLING2005,04/01/2006 12:41:00 PM
2277368,0010051162815,jcbk,ccfic,J ROWLING2005,02/25/2006 10:45:00 AM
1886970,0010051912110,jcbk,ncfic,J ROWLING,09/28/2006 06:31:00 PM
2277368,0010051166048,jcbk,ncfic,J ROWLING2005,01/02/2006 01:34:00 PM
1894708,0010049436727,jcbk,ncfic,J ROWLING,07/20/2006 01:13:00 PM
1842723,0010052695458,jcbk,ncfic,J ROWLING,09/09/2006 03:36:00 PM
2027530,0010039703441,jcbk,ncpb,J ROWLING,02/25/2006 05:03:00 PM
2176667,0010046005616,jcbk,ncfic,J ROWLING,06/15/2006 06:53:00 PM
2027530,0010039579007,jcbk,ncpb,J ROWLING,07/27/2006 02:38:00 PM
2176667,0010045997698,jcbk,ncfic,J ROWLING,05/04/2006 10:47:00 AM
2277368,0010051161189,jcbk,ncfic,J ROWLING2005,03/01/2006 06:19:00 PM
2277368,0010051161387,jcbk,ncfic,J ROWLING2005,08/22/2006 01:36:00 PM
2304178,0010054147318,jcbk,nclp,J ROWLING,07/21/2006 03:28:00 PM
1886970,0010048376973,jcbk,ncfic,J ROWLING,02/12/2006 03:11:00 PM
1894708,0010052693552,jcbk,ncfic,J ROWLING,08/27/2006 01:44:00 PM
2277368,0010051162898,jcbk,ncnew,J ROWLING2005,02/23/2006 01:01:00 PM
2176667,0010045792511,jcbk,ccfic,J ROWLING,04/15/2006 11:59:00 AM
2277368,0010051164431,jcbk,ncfic,J ROWLING2005,05/23/2006 04:43:00 PM
2176667,0010046008008,jcbk,ncfic,J ROWLING,02/10/2006 10:24:00 AM
2277368,0010051161171,jcbk,ncfic,J ROWLING2005,03/23/2006 05:57:00 PM
1920281,0010041758219,acbk,nalpfic,J ROWLING,03/01/2006 10:34:00 AM
2277368,0010051165800,jcbk,ncfic,J ROWLING2005,09/02/2006 12:24:00 PM
1965109,0010038943667,jcbk,ncfic,J ROWLING,08/06/2006 04:10:00 PM
1886970,0010041223172,jcbk,ncfic,J ROWLING,08/16/2006 01:00:00 PM
2277368,0010051165743,jcbk,ncfic,J ROWLING2005,09/23/2006 12:27:00 PM
2027533,0010039702880,jcbk,ncfic,J ROWLING,07/06/2006 03:35:00 PM
2027530,0010039579015,jcbk,ncfic,J ROWLING,11/08/2006 07:28:00 PM
1965109,0010051380359,jcbk,ncfic,J ROWLING,11/05/2006 02:38:00 PM
2277368,0010051164456,jcbk,ccfic,J ROWLING2005,08/08/2006 12:37:00 PM
1886970,0010050810935,jcbk,ncfic,J ROWLING,12/06/2006 01:54:00 PM
1894708,0010051872165,jcbk,ncfic,J ROWLING,07/12/2006 03:33:00 PM
1842723,0010051306305,jcbk,ncfic,J ROWLING,01/20/2006 04:08:00 PM
2277368,0010051165842,jcbk,ncfic,J ROWLING2005,03/24/2006 05:02:00 PM
2277368,0010051161817,jcbk,ncfic,J ROWLING2005,09/25/2006 05:25:00 PM
2277368,0010051164357,jcbk,ncfic,J ROWLING2005,08/01/2006 01:55:00 PM
2176667,0010034110212,jcbk,ncfic,J ROWLING,03/28/2006 02:50:00 PM
2027533,0010039702641,jcbk,ccfic,J ROWLING,02/11/2006 02:19:00 PM
2176667,0010045794400,jcbk,ccfic,J ROWLING,03/21/2006 05:46:00 PM
1894708,0010049436693,jcbk,ccfic,J ROWLING,08/24/2006 06:27:00 PM
2277368,0010051162252,jcbk,ncfic,J ROWLING2005,06/09/2006 04:40:00 PM
1842723,0010051306347,jcbk,ccfic,J ROWLING,03/26/2006 02:18:00 PM
1965109,0010051807187,jcbk,ncfic,J ROWLING,04/18/2006 07:41:00 PM
2176667,0010045792206,jcbk,ncfic,J ROWLING,12/01/2006 05:36:00 PM
2277368,0010051161668,jcbk,ccfic,J ROWLING2005,04/10/2006 03:37:00 PM
1894708,0010051380193,jcbk,ncfic,J ROWLING,07/07/2006 04:09:00 PM
1894708,0010049436552,jcbk,ncfic,J ROWLING,07/31/2006 02:10:00 PM
1886970,0010051912169,jcbk,ncfic,J ROWLING,07/18/2006 04:04:00 PM
2277368,0010051161494,jcbk,ncfic,J ROWLING2005,10/16/2006 01:33:00 PM
2277368,0010051158342,jcbk,ncfic,J ROWLING2005,07/12/2006 05:16:00 PM
2277368,0010051164423,jcbk,ncfic,J ROWLING2005,09/05/2006 03:25:00 PM
1965109,0010051380334,jcbk,ccfic,J ROWLING,02/11/2006 11:19:00 AM
2304178,0010054136832,jcbk,cclpfic,J ROWLING,03/11/2006 04:36:00 PM
2277368,0010051161296,jcbk,ncfic,J ROWLING2005,04/08/2006 04:44:00 PM
2304178,0010054255814,jcbk,nclp,J ROWLING,02/03/2006 12:53:00 PM
2277368,0010051164316,jcbk,ncnew,J ROWLING2005,01/21/2006 12:57:00 PM
1894708,0010040848755,jcbk,ccfic,J ROWLING,03/08/2006 10:10:00 AM
1842723,0010051306321,jcbk,ncfic,J ROWLING,03/13/2006 01:33:00 PM
1842723,0010035519320,jcbk,ncfic,J ROWLING,01/05/2006 12:37:00 PM
2277368,0010051161189,jcbk,ncfic,J ROWLING2005,06/28/2006 11:57:00 AM
1886970,0010036904471,jcbk,ncfic,J ROWLING,10/26/2006 05:15:00 PM
1886970,0010051470796,jcbk,ncfic,J ROWLING,06/09/2006 04:30:00 PM
2277368,0010051162203,jcbk,ncnew,J ROWLING2005,02/25/2006 11:52:00 AM
2277368,0010051165867,jcbk,ncfic,J ROWLING2005,05/08/2006 07:29:00 PM
1965109,0010051380284,jcbk,ncfic,J ROWLING,02/27/2006 11:28:00 AM
2304178,0010054255756,jcbk,nclp,J ROWLING,03/28/2006 05:41:00 PM
1842723,0010050862704,jcbk,ncfic,J ROWLING,02/11/2006 11:12:00 AM
2277368,0010051161908,jcbk,ncfic,J ROWLING2005,08/01/2006 07:17:00 PM
2205013,0010054983647,jcbk,nclp,J ROWLING,10/03/2006 01:14:00 PM
1842723,0010031628448,jcbk,ncfic,J ROWLING,02/08/2006 04:41:00 PM
2176667,0010045792800,jcbk,ncfic,J ROWLING,01/29/2006 02:53:00 PM
2304178,0010054147318,jcbk,nclp,J ROWLING,08/24/2006 02:59:00 PM
2277368,0010051161403,jcbk,ccfic,J ROWLING2005,02/22/2006 05:35:00 PM
1842723,0010051306404,jcbk,ncfic,J ROWLING,01/28/2006 10:34:00 AM
1886970,0010041222935,jcbk,ncfic,J ROWLING,05/02/2006 06:22:00 PM
1894708,0010047571814,jcbk,ncfic,J ROWLING,01/11/2006 11:48:00 AM
1842723,0010047883771,jcbk,ncfic,J ROWLING,06/08/2006 05:27:00 PM
1965109,0010051807179,jcbk,ncfic,J ROWLING,12/04/2006 07:52:00 PM
2277368,0010051162005,jcbk,ncfic,J ROWLING2005,05/10/2006 07:09:00 PM
2277368,0010051162120,jcbk,ncfic,J ROWLING2005,05/07/2006 04:44:00 PM
1886970,0010048376965,jcbk,ncfic,J ROWLING,10/08/2006 04:01:00 PM
2304178,0010054137079,jcbk,cclpfic,J ROWLING,04/17/2006 12:51:00 PM
2277368,0010051166063,jcbk,ncfic,J ROWLING2005,01/17/2006 02:33:00 PM
2277368,0010051162344,jcbk,ncfic,J ROWLING2005,06/08/2006 06:17:00 PM
1965109,0010048375926,jcbk,ncfic,J ROWLING,08/07/2006 05:39:00 PM
1965109,0010051380334,jcbk,ccfic,J ROWLING,03/29/2006 04:48:00 PM
1894708,0010047571715,jcbk,ncfic,J ROWLING,02/23/2006 11:10:00 AM
2176667,0010045792693,jcbk,ncnew,J ROWLING,06/24/2006 04:00:00 PM
1886970,0010041223388,jcbk,ncfic,J ROWLING,03/18/2006 02:09:00 PM
2277368,0010051158326,jcbk,ncfic,J ROWLING2005,10/25/2006 03:10:00 PM
1894708,0010051380185,jcbk,ncfic,J ROWLING,04/01/2006 03:46:00 PM
1842723,0010051306404,jcbk,ncfic,J ROWLING,11/14/2006 04:51:00 PM
2277368,0010051161338,jcbk,ncfic,J ROWLING2005,02/12/2006 03:40:00 PM
1842723,0010051306362,jcbk,ncfic,J ROWLING,09/24/2006 01:50:00 PM
2277368,0010051161718,jcbk,ncfic,J ROWLING2005,07/23/2006 01:51:00 PM
2277368,0010051162732,jcbk,ncfic,J ROWLING2005,07/12/2006 11:51:00 AM
1894708,0010047571756,jcbk,ncfic,J ROWLING,04/15/2006 04:15:00 PM
2176667,0010046008156,jcbk,ncfic,J ROWLING,01/26/2006 05:02:00 PM
2277368,0010051161379,jcbk,ccfic,J ROWLING2005,04/12/2006 12:28:00 PM
2304178,0010054136808,jcbk,cclpfic,J ROWLING,06/10/2006 10:58:00 AM
2277368,0010051161189,jcbk,ncfic,J ROWLING2005,04/08/2006 11:32:00 AM
2277368,0010051165669,jcbk,ncfic,J ROWLING2005,12/05/2006 05:45:00 PM
2277368,0010051161502,jcbk,ccfic,J ROWLING2005,10/09/2006 04:44:00 PM
2277368,0010051161734,jcbk,ncnew,J ROWLING2005,09/26/2006 07:48:00 PM
1886970,0010051912169,jcbk,ncfic,J ROWLING,06/10/2006 10:05:00 AM
2277368,0010051158326,jcbk,ncfic,J ROWLING2005,11/30/2006 04:28:00 PM
1886970,0010051470747,jcbk,ncfic,J ROWLING,11/18/2006 01:35:00 PM
1842723,0010051306321,jcbk,ncfic,J ROWLING,06/17/2006 02:30:00 PM
2205013,0010047948343,jcbk,cclpfic,J ROWLING,02/08/2006 02:00:00 PM
2277368,0010051161205,jcbk,ncnew,J ROWLING2005,03/08/2006 07:43:00 PM
2205013,0010047948368,jcbk,nclp,J ROWLING,02/10/2006 04:21:00 PM
2277368,0010051161767,jcbk,ncfic,J ROWLING2005,01/03/2006 06:19:00 PM
2277368,0010051162096,jcbk,ncfic,J ROWLING2005,11/10/2006 11:51:00 AM
2304178,0010054136808,jcbk,cclpfic,J ROWLING,08/05/2006 12:50:00 PM
2277368,0010051161627,jcbk,ncfic,J ROWLING2005,10/08/2006 03:39:00 PM
1842723,0010037501284,jcbk,ncfic,J ROWLING,02/01/2006 11:57:00 AM
2277368,0010051161494,jcbk,ncfic,J ROWLING2005,02/14/2006 04:28:00 PM
2205013,0010054983704,jcbk,cclpfic,J ROWLING,10/23/2006 02:43:00 PM
1965109,0010050549384,jcbk,ncfic,J ROWLING,08/17/2006 06:08:00 PM
1842723,0010051306339,jcbk,ncfic,J ROWLING,01/03/2006 02:26:00 PM
2304178,0010054255764,jcbk,nclp,J ROWLING,03/03/2006 05:39:00 PM
2176667,0010046007802,jcbk,ncfic,J ROWLING,04/07/2006 05:50:00 PM
1886970,0010036816923,jcbk,ncfic,J ROWLING,02/15/2006 02:30:00 PM
1965109,0010048375926,jcbk,ncfic,J ROWLING,03/23/2006 01:08:00 PM
1894708,0010045701942,jcbk,ncfic,J ROWLING,07/19/2006 06:13:00 PM
2277368,0010051165669,jcbk,ncfic,J ROWLING2005,01/02/2006 02:25:00 PM
2027533,0010039702989,jcbk,ncfic,J ROWLING,08/21/2006 04:13:00 PM
1894708,0010047571806,jcbk,ccfic,J ROWLING,05/04/2006 06:21:00 PM
2304178,0010054255814,jcbk,nclp,J ROWLING,05/16/2006 03:44:00 PM
1886970,0010051470788,jcbk,ncfic,J ROWLING,01/03/2006 03:30:00 PM
2277368,0010051162138,jcbk,ncfic,J ROWLING2005,11/21/2006 04:24:00 PM
1842723,0010051306354,jcbk,ncfic,J ROWLING,03/01/2006 12:17:00 PM
1965109,0010038943667,jcbk,ncfic,J ROWLING,07/08/2006 12:40:00 PM
1894708,0010047073175,jcbk,ncfic,J ROWLING,09/24/2006 01:27:00 PM
2176667,0010045792016,jcbk,ccfic,J ROWLING,03/01/2006 10:12:00 AM
2176667,0010045997334,jcbk,ncfic,J ROWLING,02/09/2006 04:18:00 PM
1965109,0010048375876,jcbk,ncfic,J ROWLING,11/05/2006 02:26:00 PM
1894708,0010051380151,jcbk,ccfic,J ROWLING,04/07/2006 11:27:00 AM
1965109,0010038943881,jcbk,ncfic,J ROWLING,07/05/2006 01:43:00 PM
2277368,0010051161544,jcbk,ncfic,J ROWLING2005,11/30/2006 03:52:00 PM
2277368,0010051161981,jcbk,ncfic,J ROWLING2005,07/30/2006 01:11:00 PM
1886970,0010036368719,jcbk,ncfic,J ROWLING,09/12/2006 04:14:00 PM
2277368,0010051162039,jcbk,ncfic,J ROWLING2005,06/09/2006 05:34:00 PM
2176667,0010045792693,jcbk,ncfic,J ROWLING,12/12/2006 04:52:00 PM
2176667,0010045997565,jcbk,ncfic,J ROWLING,09/09/2006 05:06:00 PM
1894708,0010051380243,jcbk,ncfic,J ROWLING,12/02/2006 12:04:00 PM
1965109,0010040849076,jcbk,ncfic,J ROWLING,10/26/2006 04:25:00 PM
2205013,0010054983647,jcbk,nclp,J ROWLING,11/05/2006 03:19:00 PM
1886970,0010041223446,jcbk,ncfic,J ROWLING,07/18/2006 06:12:00 PM
2277368,0010051165966,jcbk,ncfic,J ROWLING2005,11/24/2006 03:26:00 PM
2176667,0010045792297,jcbk,ccfic,J ROWLING,04/24/2006 05:41:00 PM
1965109,0010051380342,jcbk,ncfic,J ROWLING,03/17/2006 12:20:00 PM
2304178,0010054136873,jcbk,nclp,J ROWLING,01/21/2006 02:22:00 PM
2176667,0010045792412,jcbk,ncfic,J ROWLING,08/03/2006 07:35:00 PM
2176667,0010045792834,jcbk,ncfic,J ROWLING,07/16/2006 04:53:00 PM
2176667,0010045997789,jcbk,ncfic,J ROWLING,04/01/2006 04:32:00 PM
1886970,0010048376809,jcbk,ncfic,J ROWLING,01/02/2006 05:29:00 PM
1894708,0010047571822,jcbk,ncfic,J ROWLING,01/20/2006 03:27:00 PM
2277368,0010051165826,jcbk,ncfic,J ROWLING2005,02/16/2006 04:09:00 PM
2277368,0010051165792,jcbk,ncfic,J ROWLING2005,08/03/2006 02:42:00 PM
2304178,0010054136865,jcbk,nclp,J ROWLING,03/03/2006 12:55:00 PM
1842723,0010051306370,jcbk,ccfic,J ROWLING,07/29/2006 04:27:00 PM
2176667,0010046008008,jcbk,ncfic,J ROWLING,11/09/2006 06:21:00 PM
1965109,0010048375850,jcbk,ncfic,J ROWLING,08/25/2006 11:47:00 AM
2277368,0010051163599,jcbk,ccfic,J ROWLING2005,01/27/2006 01:06:00 PM
1886970,0010048376841,jcbk,ncfic,J ROWLING,11/26/2006 01:08:00 PM
2277368,0010051165925,jcbk,ccfic,J ROWLING2005,11/01/2006 03:02:00 PM
2277368,0010051165594,jcbk,ncfic,J ROWLING2005,04/10/2006 01:35:00 PM
2277368,0010051162799,jcbk,ncfic,J ROWLING2005,10/15/2006 01:25:00 PM
2277368,0010051165966,jcbk,ncfic,J ROWLING2005,09/22/2006 03:33:00 PM
1886970,0010051330289,jcbk,ncfic,J ROWLING,07/12/2006 02:13:00 PM
2277368,0010051165750,jcbk,ncfic,J ROWLING2005,02/07/2006 06:53:00 PM
1965109,0010051807187,jcbk,ncfic,J ROWLING,03/02/2006 11:14:00 AM
1894708,0010036016789,jcbk,ncfic,J ROWLING,02/22/2006 02:25:00 PM
2176667,0010045997565,jcbk,ncfic,J ROWLING,08/18/2006 12:26:00 PM
1886970,0010048376809,jcbk,ncfic,J ROWLING,04/05/2006 06:28:00 PM
2176667,0010045791943,jcbk,ncfic,J ROWLING,01/21/2006 12:43:00 PM
1894708,0010051380227,jcbk,ccfic,J ROWLING,03/25/2006 04:42:00 PM
2005792,0010045088902,jcbk,cclpfic,J ROWLING,12/01/2006 02:56:00 PM
2277368,0010051161585,jcbk,ncfic,J ROWLING2005,01/05/2006 05:29:00 PM
1894708,0010051380151,jcbk,ccfic,J ROWLING,11/05/2006 05:51:00 PM
1842723,0010051306305,jcbk,ncfic,J ROWLING,08/15/2006 01:02:00 PM
2277368,0010051161288,jcbk,ncfic,J ROWLING2005,11/13/2006 04:17:00 PM
1894708,0010051872140,jcbk,ncfic,J ROWLING,12/17/2006 03:38:00 PM
1965109,0010038943741,jcbk,ncfic,J ROWLING,06/05/2006 06:50:00 PM
1965109,0010051807153,jcbk,ncfic,J ROWLING,07/28/2006 11:38:00 AM
2176667,0010045792412,jcbk,ncfic,J ROWLING,12/03/2006 04:20:00 PM
2304178,0010054136808,jcbk,cclpfic,J ROWLING,09/22/2006 04:40:00 PM
2176667,0010045791885,jcbk,ncfic,J ROWLING,10/21/2006 03:30:00 PM
2027533,0010039702658,jcbk,ccfic,J ROWLING,08/22/2006 02:02:00 PM
1886970,0010051912169,jcbk,ncfic,J ROWLING,01/07/2006 04:55:00 PM
2277368,0010051161783,jcbk,ncnew,J ROWLING2005,04/10/2006 05:35:00 PM
2277368,0010051165933,jcbk,ncfic,J ROWLING2005,02/11/2006 04:09:00 PM
2176667,0010036392248,jcbk,ncfic,J ROWLING,01/11/2006 02:20:00 PM
2277368,0010051161379,jcbk,ccfic,J ROWLING2005,10/09/2006 06:22:00 PM
2277368,0010051161163,jcbk,ccfic,J ROWLING2005,07/25/2006 02:52:00 PM
1886970,0010051470804,jcbk,ccfic,J ROWLING,01/23/2006 03:02:00 PM
2176667,0010046007844,jcbk,ncfic,J ROWLING,09/19/2006 04:09:00 PM
1842723,0010040777277,jcbk,ncfic,J ROWLING,01/06/2006 02:57:00 PM
2277368,0010051161353,jcbk,ccfic,J ROWLING2005,06/27/2006 01:15:00 PM
1894708,0010047571715,jcbk,ncfic,J ROWLING,07/27/2006 07:42:00 PM
2277368,0010051163458,jcbk,ncfic,J ROWLING2005,03/13/2006 06:51:00 PM
2176667,0010046007844,jcbk,ccfic,J ROWLING,03/15/2006 05:03:00 PM
1965109,0010051380268,jcbk,ncfic,J ROWLING,11/05/2006 02:47:00 PM
2277368,0010051161577,jcbk,ccfic,J ROWLING2005,03/11/2006 02:01:00 PM
1842723,0010031628448,jcbk,ncfic,J ROWLING,09/15/2006 04:29:00 PM
2277368,0010051161346,jcbk,ccfic,J ROWLING2005,06/11/2006 02:36:00 PM
1842723,0010037501177,jcbk,ncfic,J ROWLING,01/03/2006 05:42:00 PM
2205013,0010054983704,jcbk,cclpfic,J ROWLING,01/30/2006 04:27:00 PM
2277368,0010051165651,jcbk,ncfic,J ROWLING2005,01/06/2006 01:26:00 PM
2277368,0010051162815,jcbk,ccfic,J ROWLING2005,08/04/2006 03:07:00 PM
2027533,0010039702922,jcbk,ncfic,J ROWLING,07/17/2006 08:03:00 PM
2277368,0010051161734,jcbk,ncnew,J ROWLING2005,02/07/2006 04:27:00 PM
2277368,0010051161908,jcbk,ncfic,J ROWLING2005,09/27/2006 06:32:00 PM
2277368,0010051164407,jcbk,ncnew,J ROWLING2005,03/10/2006 05:47:00 PM
1965109,0010051807161,jcbk,ncfic,J ROWLING,06/04/2006 01:21:00 PM
2027533,0010039702773,jcbk,ncfic,J ROWLING,09/08/2006 03:42:00 PM
2277368,0010051162039,jcbk,ncfic,J ROWLING2005,10/17/2006 06:49:00 PM
2176667,0010034110212,jcbk,ncfic,J ROWLING,10/13/2006 05:38:00 PM
2176667,0010045792529,jcbk,ccfic,J ROWLING,01/27/2006 05:46:00 PM
2176667,0010045997565,jcbk,ncfic,J ROWLING,06/01/2006 05:25:00 PM
1894708,0010051380193,jcbk,ncfic,J ROWLING,07/29/2006 05:37:00 PM
2277368,0010051161718,jcbk,ncfic,J ROWLING2005,06/22/2006 03:38:00 PM
2277368,0010051161437,jcbk,ncnew,J ROWLING2005,04/22/2006 03:31:00 PM
2176667,0010045794400,jcbk,ccfic,J ROWLING,05/04/2006 06:32:00 PM
2277368,0010051162674,jcbk,ncfic,J ROWLING2005,02/10/2006 11:53:00 AM
2277368,0010051165966,jcbk,ncfic,J ROWLING2005,08/17/2006 02:52:00 PM
1894708,0010049436701,jcbk,ncfic,J ROWLING,09/02/2006 01:14:00 PM
2176667,0010045792651,jcbk,ncfic,J ROWLING,12/14/2006 10:22:00 AM
1886970,0010036904257,jcbk,ncfic,J ROWLING,07/28/2006 02:12:00 PM
2027530,0010039579221,jcbk,ncnew,J ROWLING,04/10/2006 01:53:00 PM
1965109,0010050549392,jcbk,ncfic,J ROWLING,12/08/2006 12:37:00 PM
1965109,0010050549384,jcbk,ncfic,J ROWLING,12/28/2006 11:39:00 AM
2277368,0010051164423,jcbk,ncfic,J ROWLING2005,06/05/2006 01:05:00 PM
1842723,0010031591224,jcbk,ncfic,J ROWLING,08/04/2006 02:03:00 PM
1965109,0010051807161,jcbk,ncfic,J ROWLING,01/19/2006 05:08:00 PM
1894708,0010051380235,jcbk,ncfic,J ROWLING,10/10/2006 05:06:00 PM
2277368,0010051161437,jcbk,ncnew,J ROWLING2005,05/31/2006 12:05:00 PM
1965109,0010051380268,jcbk,ncfic,J ROWLING,07/31/2006 02:10:00 PM
1886970,0010051806478,jcbk,ncfic,J ROWLING,10/17/2006 03:30:00 PM
2304178,0010054136840,jcbk,nclp,J ROWLING,03/30/2006 07:19:00 PM
2176667,0010045997615,jcbk,ncfic,J ROWLING,09/03/2006 12:06:00 PM
2277368,0010051162351,jcbk,ncnew,J ROWLING2005,01/30/2006 04:36:00 PM
2277368,0010051163581,jcbk,ncfic,J ROWLING2005,10/23/2006 03:48:00 PM
1920281,0010041758219,jcbk,nclp,J ROWLING,10/11/2006 06:56:00 PM
1965109,0010038944053,jcbk,ncfic,J ROWLING,03/21/2006 05:46:00 PM
1920281,0010041758177,jcbk,nclp,J ROWLING,08/05/2006 01:14:00 PM
2277368,0010051161775,jcbk,ncfic,J ROWLING2005,09/21/2006 07:56:00 PM
2027530,0010039579056,jcbk,ncfic,J ROWLING,10/17/2006 07:16:00 PM
1894708,0010040848755,jcbk,ccfic,J ROWLING,04/20/2006 02:53:00 PM
1894708,0010051380185,jcbk,ncfic,J ROWLING,06/12/2006 04:34:00 PM
2304178,0010051239811,jcbk,cclpfic,J ROWLING,08/13/2006 05:45:00 PM
2277368,0010051164498,jcbk,ncfic,J ROWLING2005,12/12/2006 05:59:00 PM
2277368,0010051161437,jcbk,ncnew,J ROWLING2005,05/04/2006 05:27:00 PM
1965109,0010051807187,jcbk,ncfic,J ROWLING,10/30/2006 04:34:00 PM
2027533,0010039702716,jcbk,ncpb,J ROWLING,02/27/2006 05:20:00 PM
2176667,0010045792651,jcbk,ncfic,J ROWLING,07/08/2006 01:37:00 PM
2304178,0010054137079,jcbk,cclpfic,J ROWLING,07/27/2006 02:15:00 PM
1965109,0010040849076,jcbk,ncfic,J ROWLING,06/14/2006 04:47:00 PM
2304178,0010054255764,jcbk,nclp,J ROWLING,10/12/2006 11:46:00 AM
2277368,0010051165719,jcbk,ncfic,J ROWLING2005,01/12/2006 02:19:00 PM
2176667,0010045792651,jcbk,ncfic,J ROWLING,02/17/2006 01:11:00 PM
2176667,0010045792495,jcbk,ccfic,J ROWLING,05/23/2006 07:22:00 PM
2027533,0010039702716,jcbk,ncpb,J ROWLING,05/11/2006 06:06:00 PM
2304178,0010051239811,jcbk,cclpfic,J ROWLING,01/05/2006 04:50:00 PM
2176667,0010046008008,jcbk,ncfic,J ROWLING,03/27/2006 03:47:00 PM
1842723,0010045701769,jcbk,ncfic,J ROWLING,04/20/2006 01:18:00 PM
1842723,0010031591224,jcbk,ncfic,J ROWLING,06/01/2006 04:15:00 PM
2205013,0010047948350,jcbk,nclp,J ROWLING,11/12/2006 01:29:00 PM
2176667,0010045997409,jcbk,ncfic,J ROWLING,08/28/2006 12:33:00 PM
2277368,0010051161460,jcbk,ncnew,J ROWLING2005,03/22/2006 05:54:00 PM
2277368,0010051161205,jcbk,ncnew,J ROWLING2005,01/04/2006 03:19:00 PM
